"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT4159",85915.9027019795,757643.439043945,860618.253626143,1264058.17764542,1806480.7208487,1308089.90495141,1525257.74114948,1690802.29738831
"FT4160",284352.799900568,428543.345743262,599298.145174504,884241.965624531,1108578.33114354,872477.58408081,957560.838693182,1193640.77900647
"FT4161",822277.049684504,0,9443.03776580672,0,0,0,0,0
"FT4162",16622.9254881267,160810.584600028,298267.210446631,354514.523113338,462555.234604531,391505.502103125,444486.767177557,502414.883906311
"FT4163",757379.023196096,796163.663584138,842054.819348344,572958.316293636,602987.567721291,717348.216626701,1063339.01833539,804702.750529195
"FT4164",4873462.31487305,702189.26396654,660624.460356624,777445.593931899,1012313.08303854,1492638.93370891,1075819.36211928,868016.590184195
"FT4165",352896.671875,0,2171.09894298801,0,0,0,0,0
"FT4166",4129773.09966769,7529.17572368543,136281.745095927,17799.7278824542,6436.74330738666,64597.2765626475,12891.5512544423,30713.9656650801
"FT4167",1619941.58989746,156524.656149476,162568.712800535,152671.820201589,176517.049424919,282969.35323782,199967.956084439,208648.290652766
"FT4168",2085005.28536695,1137.75226828185,73056.3912154789,5423.52099582941,1257.78921732614,24095.1783747926,3865.33859051181,13858.3181842699
"FT4169",709539.332937016,0,1737.11911350258,0,0,0,0,0
"FT4170",0,141578.684723633,57585.3886753991,85242.7977599381,112084.234039055,52949.9745584295,108640.157166931,113643.432665968
"FT4171",205969.958538892,3499.26890932474,0,3475.63136586667,0,0,0,0
"FT4172",247387.294277337,0,0,0,0,0,1969.02293775003,0
"FT4173",128277.899197693,0,0,0,1713.83537601761,0,1947.34644774145,0
"FT4174",302010.532973068,0,0,0,0,0,0,0
"FT4175",147103.176914059,0,0,0,0,0,0,0
"FT4176",238187.162837777,3182316.25022324,3586945.20605238,3492179.98579297,3477553.89666133,2462647.77027821,4908434.85075082,5577728.48655428
"FT4177",92791.7901799335,894609.413922865,897014.579411411,747593.962973919,883718.717179815,688430.637968216,1125582.65756228,1464086.81416518
"FT4178",0,457161.669495256,609642.416075396,546323.669065317,743784.574633094,483045.546469881,767398.902914088,839722.862329106
"FT4179",92432.3849781551,1318519.88598959,1556131.48910283,1450629.2302187,1615578.98395224,980154.360033202,2117264.8364375,2369197.43396957
"FT4180",0,123470.918805805,194692.656429865,127874.135653812,243293.919727018,104890.223131446,205091.747290695,226064.617446658
"FT4181",0,154627.225778972,227387.67749425,170996.877732076,185846.965916388,132887.924078746,305870.480575032,344536.819279204
"FT4182",124551.681284179,0,1297.22917774064,0,6026.45025821547,1884065.99302897,0,0
"FT4183",832197.297629393,1234.67690457919,55976.14627152,11974.0573284922,1913.50634245771,4179.1594853764,3375.70484863002,9933.5402109037
"FT4184",117594.556285482,6878.31142546641,0,0,0,0,0,0
"FT4185",421370.895776369,0,26964.1283918061,1751.90138335631,0,0,0,0
"FT4186",137680.581013995,0,15912.6898488811,0,0,1982.13302393327,0,1890.16585290393
"FT4187",18708315.5357202,5351.15191025753,127964.211721599,36022.649602466,8868.16567139138,34116.2884155289,26025.2339734679,55091.1049180187
"FT4188",10390924.0105843,1054.83063546797,104946.60850287,23211.4273624076,5513.52555172179,11873.6369119292,12459.42686328,24823.431879786
"FT4189",880006.035426138,2393.82116726804,11041.9269447129,8960.6448668337,5427.70891111481,12313.7206037473,21057.5560073462,30206.9362073649
"FT4190",743900.925797486,8133.50845510884,4409.14842620804,0,0,1356.79171779819,21333.6465546199,7260.43235802483
"FT4191",1398144.0239325,1122.79573974932,20767.967363109,0,1274.71575129497,0,0,2811.26451559739
"FT4192",482607.231439109,0,29338.2252640858,1852.60404094684,0,3586.58887261056,1905.42201981904,13480.9607583456
"FT4193",6917307.1297827,2436.92224664742,136778.566553976,29035.1432817695,4248.99815808196,24902.3170130018,23446.0875925624,38736.866521562
"FT4194",2500582.41009937,0,19375.6536612527,2839.57984072833,0,3825.85571418239,0,2053.50669249057
"FT4195",3245774.24891602,1159827.63229147,474071.220316234,631706.793058868,380717.88880103,1538446.39533782,807949.876225098,247413.732000667
"FT4196",229278.820794065,1147.40412800813,8335.40023545068,0,0,0,0,4296.24739091054
"FT4197",3667226.95217636,0,72782.2597470477,11306.5618017448,2394.88497106219,9895.87766630779,4265.44599391955,13361.8457075225
"FT4198",323585.073224694,0,0,0,0,0,0,0
"FT4199",397172.285180659,0,0,0,0,0,0,0
"FT4200",1221755.48912319,386814.612698063,159560.35049653,178757.245491383,135960.437574033,498738.658520141,216119.161950697,98665.5560011735
"FT4201",7278824.13541295,0,54487.1393968082,3626.90341118695,7739.05505693678,51955.6154073705,97944.8342167677,117562.497626488
"FT4202",5736026.84813151,5503.45872235075,150087.387082472,37022.9134746652,9586.0361777444,39185.0705646484,22542.2418543039,37579.2445100729
"FT4203",694724.181982169,0,12503.693184953,1424.37838158902,0,1376.67080280234,0,1463.12536285773
"FT4204",529324.406069713,1328.1698989422,7759.55835397565,4380.22693564418,0,0,0,0
"FT4205",2903922.01860142,318707.05204233,550623.068674316,431698.244787598,213091.537297559,346762.886175981,430170.892303413,235442.210022217
"FT4206",3967113.70652056,0,10161.7973011985,0,4269.7454544847,15368.8986938318,54119.120882957,51089.7391102941
"FT4207",267981.848320313,0,1525.71413750251,2498.20002310434,0,1903.95589918318,0,0
"FT4208",3068607.39542383,1003.6447421992,72112.8997949046,9973.17136862381,1276.91972015548,18749.4456643849,5823.51148025081,14215.8937777753
"FT4209",1077066.09914272,0,0,0,0,0,0,0
"FT4210",1009295.11440409,0,0,0,1304.30247737315,9794.83975196382,4282.06136775623,0
"FT4211",86282638.382071,182195.490100961,3126092.31262533,639260.715738444,221329.727956661,1418624.73754664,462860.055836292,863070.956421746
"FT4212",307301.201070638,0,0,0,0,0,0,5638.19794657085
"FT4213",176141.201809303,0,0,0,2465.7122027801,0,0,0
"FT4214",49564950.4980984,98190.1745081334,1698928.64825033,333022.429669915,113735.702123821,760810.866170682,240160.833031556,466636.420187601
"FT4215",94686.6093017587,0,6648.70682852689,6072.77185310745,0,492058.663375289,0,0
"FT4216",3781411.42712654,148048.674138285,109134.003841382,129342.389130952,119416.688799904,374842.654032771,136411.418265084,146430.5266526
"FT4217",12316565.6959751,17623.7254899026,322456.697381943,65784.2777730418,18843.2339425804,127116.697032011,55167.1556439017,64111.3834672
"FT4218",368809.275186035,0,29092.0876685162,0,0,0,1364.72075474957,3047.85168105311
"FT4219",1378626.67859849,50195.7218544674,16875.4457158258,27421.3388994712,17363.4627317875,109271.552397818,32733.1176677256,22123.3685380259
"FT4220",2396345.81093872,1671561.16940042,0,0,0,858.612479128729,0,0
"FT4221",4613293.80776362,171665.871642732,682780.094796138,302916.110460489,197864.477924107,303972.451586247,118386.245930722,198273.630312092
"FT4222",10108.1188530282,1599131.80415689,0,0,1140.58088266704,1198.83919007323,0,1538.75388108831
"FT4223",569676.683062499,65736.7860721684,85136.668328067,121223.19321712,96634.9764891049,126835.093632344,153083.541696752,131231.381139712
"FT4224",559791.663522522,3053.96991559927,16509.2019113122,1473.2567621464,1926.68794425304,4593.70213222849,4127.74844695985,4174.06949705281
"FT4225",992639.703189411,1098.04809919074,46611.1676116613,12214.2390222586,0,0,7882.1785515514,0
"FT4226",2734496.24201657,117121.208627248,397830.699917878,142423.216680908,118368.034613909,187228.666348568,67219.9219089394,120547.633845126
"FT4227",343653.657298828,52740.8652645952,68392.6536423779,81333.3266417337,65125.2525295658,89384.2798801759,124106.494442029,130668.967272372
"FT4228",499884.938642576,1207.63619912141,22644.4562526811,0,2399.51703955003,2141.0239379198,4144.96884506017,1875.55434349628
"FT4229",455978.331524195,0,0,0,0,0,0,0
"FT4230",802029.789680786,30526.9324933312,117838.142074339,51804.0378167465,34152.2957197212,58760.632965807,15125.5337446147,34682.5902564841
"FT4231",240330.417193607,0,0,0,0,0,0,0
"FT4232",192756.378129883,1778.43212706305,18216.3610056969,4788.97491840348,847.522417332149,5600.88608283367,0,7893.92390246399
"FT4233",282929.387877604,0,0,0,0,0,0,0
"FT4234",344798.02248047,0,0,0,0,0,0,0
"FT4235",287259.573741372,2824.38889906462,1889.06642097879,0,0,1966.39273717525,0,0
"FT4236",437759.537099204,0,16458.7154515911,3692.41110411683,1904.76903404734,5931.10071722063,0,1574.77891980522
"FT4237",1783321.92538638,0,19511.7281714387,1226.64036032946,0,0,0,4930.1401125507
"FT4238",107727.139000001,1723.68207199761,2353.10913239406,0,0,0,2401.81589715393,0
"FT4239",723690.858789065,6348.31704220033,8279.03823820519,0,0,4624.66576696327,1868.36230018028,0
"FT4240",885984.161041999,0,6553.72434537267,0,0,0,0,0
"FT4241",0,752183.208708273,863058.588708333,112345.004447376,372517.039265625,286882.617413738,397681.639873047,110806.728573218
"FT4242",208223.407389786,0,0,0,0,0,0,9060.07866401661
"FT4243",2199774.23655578,0,48993.9703106284,4484.40197889628,0,7682.98321272233,0,14477.7179496961
"FT4244",414685.834389651,0,9676.80203190267,0,0,1537.93898266834,0,0
"FT4245",0,434869.02956502,522103.444222005,33914.8105458965,248823.902312011,157579.361718749,166627.87624292,39417.2704493155
"FT4246",368261.623042603,2821.79613650022,19349.2313327105,6585.76206874348,0,0,10126.7993244446,10229.0041188519
"FT4247",108708.867480471,0,0,0,0,0,0,0
"FT4248",1076974.35227458,1158.33344052241,19874.1834116254,0,0,0,1625.68782502534,3249.77310498345
"FT4249",41439.0666238197,101224.421738599,882461.133301354,1501277.50238776,2353032.29745117,1076168.88656649,2237945.31569057,2869223.89019499
"FT4250",1742265.07670585,0,39342.4531052244,5564.9610008792,2622.68801410174,6408.49407675329,5250.04552718545,7824.86735106581
"FT4251",355309.127021475,0,0,0,0,0,0,0
"FT4252",9773.03123799358,39306.4838958453,96281.4575011091,167630.610744097,302384.775178281,167951.226213672,268688.591833511,247555.369861003
"FT4253",132250.355161662,518819.022290924,1231104.11386742,717017.357741448,755316.542985351,724939.993943209,1197576.35174104,1445029.10410664
"FT4254",187081.242929548,112294.50117374,88734.3863811753,108102.57526511,164493.21656576,126422.083268684,206233.810092077,134582.790283853
"FT4255",8569568.79387483,11683.3902589422,642195.814372295,94589.4945426326,23917.7695669046,142011.415292942,75893.8273028927,119643.859070502
"FT4256",121727.932335296,836731.223099219,943752.067178568,1048828.82924977,1483110.04666945,1059345.91806914,1032868.7892983,1416240.17789319
"FT4257",4715423.66876125,2168.09449811023,319992.684851074,48061.5112562141,2060.24118930033,78001.0679187541,38214.2840847599,63046.0091989571
"FT4258",92482.6275007594,569593.931869531,667735.186414906,755905.324487402,1027318.59925797,761728.224280185,778572.149342623,987996.296613098
"FT4259",20088.0137274143,181594.933207324,239616.405603223,211510.231064974,448748.826789067,249356.617615278,261537.403909801,330626.786915932
"FT4260",0,324592.831505978,71103.6092262385,39063.268391959,106411.544887955,91593.6793318525,106805.873072789,126580.432754395
"FT4261",1000094.02042074,7087.03024193418,86992.6299406032,15977.3206914054,5881.57104737996,412585.742322829,14528.3981032969,34660.480393174
"FT4262",254109.973363561,1289.89993716031,40533.2892503481,1680.81523766331,1719.02001737158,163205.608155382,8015.62746424073,15482.8026758636
"FT4263",451498.560059608,0,6467.45773575582,0,6254.55255436738,4127.23790936995,3980.02688791038,1615.48545387087
"FT4264",1024075.01234103,0,4910.55464500737,0,0,0,0,1402.91813297682
"FT4265",101264.372550561,332199.714943776,863376.129670271,1273415.43565538,721946.081644584,1034425.33716074,452176.782524352,349912.676315499
"FT4266",64524.4239264622,255324.822304553,635207.338448769,1009137.57205058,552550.950489676,620502.655583659,345160.885391695,355496.996031596
"FT4267",2676152.03499868,1220.7421989175,7229.66347427799,0,8803.57731470909,0,0,0
"FT4268",263333.756008388,444744.715407596,792036.133040041,807200.906322512,864019.113624024,686133.68616882,1124063.85307172,1736150.46876498
"FT4269",150575323.391394,343669.506291754,3881905.72792965,927791.915559895,184699.878009314,1171338.93511663,450128.74262207,976512.198618162
"FT4270",1124294.32704947,0,0,0,2290.39814137884,20632.3679435542,0,0
"FT4271",90083111.1173792,175403.226117402,2199533.08271482,470955.902210937,151051.944110666,609310.617770566,277557.21097067,495619.423929598
"FT4272",1633420.85963505,6475.06998911516,8929.36516150493,14391.395452959,48350.5585810946,39747.6353267756,73839.3312579084,20735.7616157024
"FT4273",234394.707132902,0,8110.1557778237,0,0,0,0,0
"FT4274",15348157.0307904,136256.29160927,425789.391313477,187941.539940637,79967.8308067626,671871.502431634,46730.7863667967,88850.8367959565
"FT4275",25829616.7247936,35970.2979329366,544167.876635737,131701.322130752,36140.1998146473,120392.852180845,64884.1737322636,122072.61236179
"FT4276",564182.22945173,0,0,6557.51992078166,0,22057.1805078748,16127.5678296074,15288.1582986224
"FT4277",8849719.51520676,76548.2361704385,247382.89163612,99328.1756282607,48275.8906991602,341116.198822021,26213.0783945457,45515.2663728462
"FT4278",6039532.85919506,1134.77474396156,0,0,1718.15146461978,4861.64252833405,2587.9573078328,0
"FT4279",208019.797399268,0,0,0,0,0,0,0
"FT4280",2173836.0042183,2416.11603926587,40089.7934105573,15792.9476626144,2680.0248451881,53980.5233703968,1148.30860568571,2573.69601800703
"FT4281",428024.234589842,0,0,0,0,0,0,0
"FT4282",2568026.50507811,39441.1217255164,89886.2646987647,29610.4402945441,9085.4574186088,775238.628208439,8065.56845898749,30995.6384981779
"FT4283",1592332.53174717,18651.5442550448,45761.8192830294,13331.416780862,7157.63879730484,439705.447029406,4009.36378100168,15324.0600418407
"FT4284",860587.009960941,0,21509.0060212312,2057.44738869612,1634.59717576051,0,0,0
"FT4285",126893.47824463,0,0,2037.31165996964,0,0,0,0
"FT4286",1062460.745766,1298.31388958499,0,1420.25442389059,0,0,0,0
"FT4287",6836570.49016602,3260006.64203211,2435914.65672363,2040009.55400879,934236.858549538,8199354.48247501,1997096.32208276,1977380.48832223
"FT4288",1684506.21532861,473165.905014388,3033122.53705664,1730449.89207825,1185358.15098135,3172126.53963866,753986.273142146,676839.844745561
"FT4289",132407.559907227,0,0,0,0,0,0,0
"FT4290",677234.765479567,2690.03920505823,4473.99490501808,0,1950.3654717374,0,0,0
"FT4291",1147368.33172196,318658.348125981,1041980.95633209,596986.383376873,370363.238893795,1209858.89644775,242492.395144497,276381.973175309
"FT4292",2568533.67192839,1112971.06410169,863684.216450195,527301.955050148,230978.376431354,2986536.4446375,653669.327951194,204097.365065672
"FT4293",409127.884649967,0,0,0,0,0,0,0
"FT4294",22185.1119820202,645894.117994384,1352411.27869851,1313711.53141781,1826414.50835823,833257.081029111,2226534.13399052,2739090.16029871
"FT4295",103423.826669613,947881.817108835,527227.034664391,545052.135234108,560698.718943328,390442.296450851,962016.485053085,1315454.60728052
"FT4296",491722.318790096,319809.111805618,48404.9962199403,26728.2394295861,6541.74861894552,580966.499354148,26503.9729941009,11086.1221006182
"FT4297",1595065.15658171,3356.68728658496,115870.218028774,19670.0027343537,5925.31000830114,20131.1030299809,19030.1767315246,35450.6798540363
"FT4298",101009.198934935,0,0,0,0,0,0,0
"FT4299",231760.13150718,392908.477451102,302751.678703803,350364.322248388,340812.540111154,254537.869435092,334828.471763305,295241.076606443
"FT4300",6765.37561405578,257652.696655581,568002.95540453,573757.387182451,842016.185664062,322798.605286518,966079.732312825,1258090.153125
"FT4301",53614.9194055706,197733.718344727,285658.224046251,263091.366957232,212985.555092326,196275.949229595,491137.88590515,587217.335122874
"FT4302",789497.213130538,1171.20923516683,52413.7730543127,6110.35795665166,1553.98307540801,3871.75476564395,4726.07567886843,16377.6472191118
"FT4303",367753.668405197,1350.81884078586,5290.36101543081,0,0,0,0,0
"FT4304",214846.727528546,63061.3325384221,183787.879819533,201679.586206979,499465.571537597,224674.106369628,247509.809451005,313397.854752869
"FT4305",223063.010652796,0,0,0,0,0,0,0
"FT4306",262579.415996093,206756.240400016,114321.874160156,218268.787603733,193474.861680236,231897.705273588,239553.191274701,180428.528203463
"FT4307",5566015.98544927,11489.396759735,150250.955885415,42034.5376640938,9853.70464942675,34481.0794398218,14474.7192125848,53373.2621723865
"FT4308",3108395.74192386,2265.50386644607,85639.7355261868,16163.7874154743,0,12453.7794301997,12700.1533728402,25321.0114851221
"FT4309",9597176.6411018,53751.8649997284,1022226.42205123,170937.008337499,49839.9900572547,156333.225518037,75769.7242669073,176777.710937967
"FT4310",2855703.14952133,0,5635.69316220864,0,0,2517.11475410419,0,0
"FT4311",777689.645753954,0,0,0,0,0,0,0
"FT4312",5266479.40622406,27440.4488293288,536374.31794319,99551.2037646394,17140.7306963297,68578.5798479085,37868.0811881507,89816.4481796915
"FT4313",649070.47108823,1341.5276541957,10888.9646308583,3167.59436898868,0,1418.34063026203,1160.88930248248,1250.78314968878
"FT4314",1766848.3220419,0,4589.51058979671,0,0,0,0,1948.91549752123
